"","","2.5%","5%","50%","95%","97.5%"
"SMB age 1",174.341837960418,150.652935847408,154.84520432533,174.689240509313,192.390236208068,195.808845914928
"SMB age 2",224.856081637762,207.995293017319,210.858856249984,224.957268587951,238.49381208704,241.069148712297
"SMB age 3",268.739433646958,253.205451272106,255.812269114695,268.773597094049,281.489705713979,284.021069506457
"SMB age 4",306.920546386935,289.391300553062,292.476458838008,306.934121283684,321.328790153602,324.180936391725
"SMB age 5",340.189539158378,318.797842040728,322.611593653822,340.2120090123,357.689594211619,361.148113562537
"SMB age 6",369.220000190566,342.794883463421,347.382053378306,369.310004704455,390.828910531519,394.961344640744
"SMB age 7",394.587266781154,362.014625697764,367.919347246144,394.786251630249,420.758807231111,426.198391578736
"SMB age 8",416.783654823355,377.440255219957,384.558508523327,417.08004550596,448.143585743801,454.543765861007
"NA",436.231179761867,389.946160108956,398.139465513525,436.573762083797,473.364247858043,480.794525373471
"NA",453.292208359473,399.774595304546,409.209097299619,453.65027132585,496.489686639251,504.903126858062
"NA",468.278398738024,407.662657389674,418.343761561906,468.59718766957,517.488722144442,527.446355938773
"NA",481.45822051104,414.077475308628,425.721764705629,481.588806336717,536.811241392947,548.248816572925
"NA",493.063294006309,419.090194448043,431.821960172165,493.010040726372,554.635760725519,567.445238492842
"NA",503.293744917584,423.151613764207,436.688483256336,502.918488461031,571.080006440712,585.186480011958
"NA",512.322736146724,426.266461785341,440.603095964842,511.703977968378,586.227146416601,602.000441658305
"NB age 1",174.463477660323,150.842730421642,155.620696646665,175.128400972985,191.40612752748,194.498077422194
"NB age 2",225.917712430871,211.635543167065,214.200592592847,226.036037389254,237.323429103627,239.466546264324
"NB age 3",270.334635161417,258.754824335519,260.652396877684,270.352863260796,280.087267106351,281.951062914127
"NB age 4",308.733728275832,295.836724360068,297.952484523132,308.672949067336,319.495597400886,321.741444558788
"NB age 5",341.978159130626,326.029329126782,328.702742886039,341.883772712374,355.347448522745,358.080453809666
"NB age 6",370.800139766625,350.538621362092,354.087395493958,370.730279117583,387.618068835046,390.926701126835
"NB age 7",395.821932928974,370.365946848928,374.734210766032,395.83261301732,416.705659232213,420.898796555259
"NB age 8",417.57329558155,386.29090179358,391.577682446831,417.730038490778,443.190532240204,448.154723854991
"NA",436.505998879847,398.934934112697,405.129044090411,436.775915555017,467.079571821854,473.192723641942
"NA",453.00594232738,408.929820868532,416.241323641624,453.284052500835,489.104513396869,495.821299901626
"NA",467.403282938433,416.994272409401,425.261320373858,467.594920880341,509.088343755155,516.739118593304
"NA",479.980922499778,423.343773327759,432.591995174888,480.129326272901,527.311055180374,536.162521575531
"NA",490.981633457715,428.444417070504,438.504774015226,490.989939548934,543.879859989359,553.844086089297
"NA",500.614053430836,432.375779783326,443.217777831786,500.422659251935,559.032313788596,570.456455017936
"NA",509.057737418262,435.670788790154,447.034567747977,508.654852696175,572.647504436301,585.563526724157
"Difference at age 1",-0.121639699905063,-26.0056090589063,-21.0486034878568,-0.518191331925749,22.380867130218,28.4839782057205
"Difference at age 2",-1.06163079310931,-22.3807937405683,-18.9070211809382,-1.06869981035221,16.8432820538333,20.538897928406
"Difference at age 3",-1.59520151445928,-22.2697689279844,-18.7676994956373,-1.47497965545529,15.4869961014206,18.8513963657823
"Difference at age 4",-1.81318188889661,-24.3751153195265,-20.6826613414482,-1.72291888553292,16.697451317054,20.4447611971316
"Difference at age 5",-1.78861997224893,-28.0684182833002,-23.6042205183704,-1.64345427853604,19.6173601940583,24.0726007486329
"Difference at age 6",-1.5801395760584,-32.9424045492276,-27.012186472094,-1.50799677714826,23.5200451986623,28.9832799723726
"Difference at age 7",-1.23466614781968,-38.1664817199565,-30.8397182660137,-1.22956354875859,28.0922594744007,34.8886501834745
"Difference at age 8",-0.789640758195296,-43.4961619958025,-34.8489470708522,-0.896303838072868,33.3993230775769,41.8000170159673
"NA",-0.274819117980834,-48.8185873842809,-38.6373492575455,-0.580097890370723,39.1063391640575,49.0494803216043
"NA",0.286266032092546,-54.0982501833218,-42.561561268809,-0.255867614758301,44.9651052915234,56.777753018707
"NA",0.875115799591581,-59.632668088918,-46.1981527615953,0.0365556434691428,51.0637388217561,64.7559880506406
"NA",1.47729801126232,-64.7501485135191,-49.8084710393866,0.381361902844475,57.1023666541688,72.4399351511839
"NA",2.08166054859423,-69.6432554402389,-53.1709564937007,0.645506920634176,62.5553875309554,80.1324528818072
"NA",2.67969148674781,-74.1606814332899,-56.4824568794458,0.90665615594196,68.0985468621941,87.6362904344017
"NA",3.26499872846211,-78.6604859360875,-59.1963763747869,1.12074548159836,73.6404302712422,94.6638721749613
